param1,param2,l,real,imag,type
-0.86931,0.18,1,2.625724e-02,-1.865016e-02,resonance
-0.86276,0.18,1,2.687056e-02,-1.951677e-02,resonance
-0.85621,0.18,1,2.747279e-02,-2.039801e-02,resonance
-0.84966,0.18,1,2.806382e-02,-2.129377e-02,resonance
-0.8431,0.18,1,2.864351e-02,-2.220395e-02,resonance
-0.83655,0.18,1,2.921173e-02,-2.312845e-02,resonance
-1.1,0.19,1,6.807971e-03,-1.873400e-03,resonance
-1.09172,0.19,1,7.903611e-03,-2.366617e-03,resonance
-1.08345,0.19,1,8.986273e-03,-2.897941e-03,resonance
-1.07517,0.19,1,1.005583e-02,-3.465161e-03,resonance
-1.0669,0.19,1,1.111214e-02,-4.066465e-03,resonance
-1.05862,0.19,1,1.215507e-02,-4.700338e-03,resonance
-1.05034,0.19,1,1.318447e-02,-5.365489e-03,resonance
-1.04207,0.19,1,1.420021e-02,-6.060807e-03,resonance
-1.03379,0.19,1,1.520213e-02,-6.785324e-03,resonance
-1.02552,0.19,1,1.619008e-02,-7.538185e-03,resonance
-1.01724,0.19,1,1.716390e-02,-8.318635e-03,resonance
-1.00897,0.19,1,1.812343e-02,-9.125996e-03,resonance
-1.00069,0.19,1,1.906851e-02,-9.959661e-03,resonance
-0.99241,0.19,1,1.999897e-02,-1.081908e-02,resonance
-0.98414,0.19,1,2.091464e-02,-1.170377e-02,resonance
-0.97586,0.19,1,2.181534e-02,-1.261326e-02,resonance
-0.96759,0.19,1,2.270088e-02,-1.354714e-02,resonance
-0.95931,0.19,1,2.357109e-02,-1.450504e-02,resonance
-0.95103,0.19,1,2.442577e-02,-1.548661e-02,resonance
-0.94276,0.19,1,2.526472e-02,-1.649153e-02,resonance
-0.93448,0.19,1,2.608775e-02,-1.751952e-02,resonance
-0.92621,0.19,1,2.689465e-02,-1.857028e-02,resonance
-0.91793,0.19,1,2.768520e-02,-1.964359e-02,resonance
-0.90966,0.19,1,2.845920e-02,-2.073920e-02,resonance
-0.90138,0.19,1,2.921642e-02,-2.185690e-02,resonance
-0.8931,0.19,1,2.995663e-02,-2.299650e-02,resonance
-0.88483,0.19,1,3.067960e-02,-2.415782e-02,resonance
-1.1,0.2,1,1.457057e-02,-6.117013e-03,resonance
-1.09414,0.2,1,1.528535e-02,-6.619600e-03,resonance
-1.08828,0.2,1,1.599351e-02,-7.135967e-03,resonance
-1.08241,0.2,1,1.669502e-02,-7.665845e-03,resonance
-1.07655,0.2,1,1.738982e-02,-8.208987e-03,resonance
-1.07069,0.2,1,1.807786e-02,-8.765165e-03,resonance
-1.06483,0.2,1,1.875909e-02,-9.334166e-03,resonance
-1.05897,0.2,1,1.943346e-02,-9.915792e-03,resonance
-1.0531,0.2,1,2.010090e-02,-1.050986e-02,resonance
-1.04724,0.2,1,2.076138e-02,-1.111619e-02,resonance
-1.04138,0.2,1,2.141483e-02,-1.173464e-02,resonance
-1.03552,0.2,1,2.206120e-02,-1.236503e-02,resonance
-1.02966,0.2,1,2.270043e-02,-1.300725e-02,resonance
-1.02379,0.2,1,2.333246e-02,-1.366114e-02,resonance
-1.01793,0.2,1,2.395724e-02,-1.432659e-02,resonance
-1.01207,0.2,1,2.457470e-02,-1.500347e-02,resonance
-1.00621,0.2,1,2.518478e-02,-1.569167e-02,resonance
-1.00034,0.2,1,2.578742e-02,-1.639110e-02,resonance
-0.99448,0.2,1,2.638255e-02,-1.710164e-02,resonance
-0.98862,0.2,1,2.697012e-02,-1.782320e-02,resonance
-0.98276,0.2,1,2.755006e-02,-1.855570e-02,resonance
-0.9769,0.2,1,2.812230e-02,-1.929904e-02,resonance
-0.97103,0.2,1,2.868677e-02,-2.005315e-02,resonance
-0.96517,0.2,1,2.924341e-02,-2.081796e-02,resonance
-0.95931,0.2,1,2.979214e-02,-2.159338e-02,resonance
-0.95345,0.2,1,3.033289e-02,-2.237935e-02,resonance
-0.94759,0.2,1,3.086560e-02,-2.317581e-02,resonance
-0.94172,0.2,1,3.139019e-02,-2.398270e-02,resonance
-0.93586,0.2,1,3.190658e-02,-2.479994e-02,resonance
-0.93,0.2,1,3.241469e-02,-2.562750e-02,resonance
-1.31931,0.22,1,1.640878e-03,-1.968161e-04,resonance
-1.30586,0.22,1,3.514868e-03,-6.252536e-04,resonance
-1.29241,0.22,1,5.360487e-03,-1.193506e-03,resonance
-1.27897,0.22,1,7.177355e-03,-1.874446e-03,resonance
-1.26552,0.22,1,8.965080e-03,-2.653080e-03,resonance
-1.25207,0.22,1,1.072325e-02,-3.519574e-03,resonance
-1.23862,0.22,1,1.245145e-02,-4.466863e-03,resonance
-1.22517,0.22,1,1.414925e-02,-5.489585e-03,resonance
-1.21172,0.22,1,1.581618e-02,-6.583503e-03,resonance
-1.19828,0.22,1,1.745177e-02,-7.745176e-03,resonance
-1.18483,0.22,1,1.905556e-02,-8.971749e-03,resonance
-1.17138,0.22,1,2.062702e-02,-1.026081e-02,resonance
-1.15793,0.22,1,2.216565e-02,-1.161031e-02,resonance
-1.14448,0.22,1,2.367091e-02,-1.301847e-02,resonance
-1.13103,0.22,1,2.514223e-02,-1.448372e-02,resonance
-1.11759,0.22,1,2.657905e-02,-1.600472e-02,resonance
-1.10414,0.22,1,2.798076e-02,-1.758026e-02,resonance
-1.09069,0.22,1,2.934675e-02,-1.920927e-02,resonance
-1.07724,0.22,1,3.067637e-02,-2.089081e-02,resonance
-1.06379,0.22,1,3.196897e-02,-2.262404e-02,resonance
-1.05034,0.22,1,3.322385e-02,-2.440818e-02,resonance
-1.0369,0.22,1,3.444031e-02,-2.624257e-02,resonance
-1.02345,0.22,1,3.561760e-02,-2.812660e-02,resonance
-1.4,0.24,1,7.189568e-03,-1.791258e-03,resonance
-1.38966,0.24,1,8.575372e-03,-2.356029e-03,resonance
-1.37931,0.24,1,9.945285e-03,-2.971441e-03,resonance
-1.36897,0.24,1,1.129915e-02,-3.634075e-03,resonance
-1.35862,0.24,1,1.263681e-02,-4.341204e-03,resonance
-1.34828,0.24,1,1.395809e-02,-5.090594e-03,resonance
-1.33793,0.24,1,1.526284e-02,-5.880372e-03,resonance
-1.32759,0.24,1,1.655086e-02,-6.708944e-03,resonance
-1.31724,0.24,1,1.782199e-02,-7.574934e-03,resonance
-1.3069,0.24,1,1.907605e-02,-8.477144e-03,resonance
-1.29655,0.24,1,2.031284e-02,-9.414516e-03,resonance
-1.28621,0.24,1,2.153218e-02,-1.038611e-02,resonance
-1.27586,0.24,1,2.273388e-02,-1.139109e-02,resonance
-1.26552,0.24,1,2.391772e-02,-1.242871e-02,resonance
-1.25517,0.24,1,2.508350e-02,-1.349828e-02,resonance
-1.24483,0.24,1,2.623102e-02,-1.459918e-02,resonance
-1.23448,0.24,1,2.736006e-02,-1.573086e-02,resonance
-1.22414,0.24,1,2.847040e-02,-1.689280e-02,resonance
-1.21379,0.24,1,2.956180e-02,-1.808453e-02,resonance
-1.20345,0.24,1,3.063404e-02,-1.930562e-02,resonance
-1.1931,0.24,1,3.168689e-02,-2.055567e-02,resonance
-1.18276,0.24,1,3.272008e-02,-2.183432e-02,resonance
-1.17241,0.24,1,3.373338e-02,-2.314123e-02,resonance
-1.16207,0.24,1,3.472653e-02,-2.447610e-02,resonance
-1.15172,0.24,1,3.569927e-02,-2.583862e-02,resonance
-1.14138,0.24,1,3.665132e-02,-2.722853e-02,resonance
-1.13103,0.24,1,3.758240e-02,-2.864560e-02,resonance
-1.12069,0.24,1,3.849225e-02,-3.008958e-02,resonance
-1.11034,0.24,1,3.938054e-02,-3.156027e-02,resonance
-1.6,0.26,1,-4.540376e-03,-5.618748e-13,bound
-1.58448,0.26,1,-1.833553e-03,-4.735261e-13,bound
-1.56897,0.26,1,5.598410e-04,-3.579064e-05,resonance
-1.55345,0.26,1,2.742454e-03,-3.930474e-04,resonance
-1.53793,0.26,1,4.893370e-03,-9.490419e-04,resonance
-1.52241,0.26,1,7.012184e-03,-1.649555e-03,resonance
-1.5069,0.26,1,9.098472e-03,-2.470770e-03,resonance
-1.49138,0.26,1,1.115180e-02,-3.398378e-03,resonance
-1.47586,0.26,1,1.317171e-02,-4.422592e-03,resonance
-1.46034,0.26,1,1.515774e-02,-5.536210e-03,resonance
-1.44483,0.26,1,1.710940e-02,-6.733662e-03,resonance
-1.42931,0.26,1,1.902619e-02,-8.010498e-03,resonance
-1.41379,0.26,1,2.090759e-02,-9.363066e-03,resonance
-1.39828,0.26,1,2.275307e-02,-1.078831e-02,resonance
-1.38276,0.26,1,2.456207e-02,-1.228365e-02,resonance
-1.36724,0.26,1,2.633402e-02,-1.384686e-02,resonance
-1.35172,0.26,1,2.806833e-02,-1.547599e-02,resonance
-1.33621,0.26,1,2.976437e-02,-1.716937e-02,resonance
-1.32069,0.26,1,3.142153e-02,-1.892550e-02,resonance
-1.30517,0.26,1,3.303913e-02,-2.074306e-02,resonance
-1.28966,0.26,1,3.461650e-02,-2.262089e-02,resonance
-1.27414,0.26,1,3.615293e-02,-2.455793e-02,resonance
-1.25862,0.26,1,3.764771e-02,-2.655325e-02,resonance
-1.2431,0.26,1,3.910007e-02,-2.860600e-02,resonance
-1.22759,0.26,1,4.050923e-02,-3.071544e-02,resonance
-1.21207,0.26,1,4.187438e-02,-3.288089e-02,resonance
-1.19655,0.26,1,4.319470e-02,-3.510174e-02,resonance
-1.65,0.28,1,6.124997e-03,-1.286951e-03,resonance
-1.63655,0.28,1,7.953582e-03,-1.924698e-03,resonance
-1.6231,0.28,1,9.759428e-03,-2.644369e-03,resonance
-1.60966,0.28,1,1.154229e-02,-3.438297e-03,resonance
-1.59621,0.28,1,1.330191e-02,-4.300819e-03,resonance
-1.58276,0.28,1,1.503804e-02,-5.227540e-03,resonance
-1.56931,0.28,1,1.675040e-02,-6.214936e-03,resonance
-1.55586,0.28,1,1.843873e-02,-7.260102e-03,resonance
-1.54241,0.28,1,2.010273e-02,-8.360600e-03,resonance
-1.52897,0.28,1,2.174212e-02,-9.514352e-03,resonance
-1.51552,0.28,1,2.335660e-02,-1.071956e-02,resonance
-1.50207,0.28,1,2.494587e-02,-1.197466e-02,resonance
-1.48862,0.28,1,2.650960e-02,-1.327826e-02,resonance
-1.47517,0.28,1,2.804748e-02,-1.462915e-02,resonance
-1.46172,0.28,1,2.955917e-02,-1.602623e-02,resonance
-1.44828,0.28,1,3.104434e-02,-1.746852e-02,resonance
-1.43483,0.28,1,3.250263e-02,-1.895513e-02,resonance
-1.42138,0.28,1,3.393367e-02,-2.048526e-02,resonance
-1.40793,0.28,1,3.533711e-02,-2.205820e-02,resonance
-1.39448,0.28,1,3.671256e-02,-2.367327e-02,resonance
-1.38103,0.28,1,3.805963e-02,-2.532988e-02,resonance
-1.36759,0.28,1,3.937791e-02,-2.702747e-02,resonance
-1.35414,0.28,1,4.066699e-02,-2.876553e-02,resonance
-1.34069,0.28,1,4.192644e-02,-3.054362e-02,resonance
-1.32724,0.28,1,4.315584e-02,-3.236130e-02,resonance
-1.31379,0.28,1,4.435472e-02,-3.421817e-02,resonance
-1.30034,0.28,1,4.552262e-02,-3.611390e-02,resonance
-1.2869,0.28,1,4.665906e-02,-3.804815e-02,resonance
-1.27345,0.28,1,4.776357e-02,-4.002062e-02,resonance
-1.79828,0.3,1,2.347553e-03,-2.885784e-04,resonance
-1.78103,0.3,1,4.749643e-03,-8.408836e-04,resonance
-1.76379,0.3,1,7.117543e-03,-1.562116e-03,resonance
-1.74655,0.3,1,9.450826e-03,-2.420855e-03,resonance
-1.72931,0.3,1,1.174905e-02,-3.399295e-03,resonance
-1.71207,0.3,1,1.401175e-02,-4.485609e-03,resonance
-1.69483,0.3,1,1.623845e-02,-5.671241e-03,resonance
-1.67759,0.3,1,1.842867e-02,-6.949652e-03,resonance
-1.66034,0.3,1,2.058189e-02,-8.315659e-03,resonance
-1.6431,0.3,1,2.269761e-02,-9.765035e-03,resonance
-1.62586,0.3,1,2.477526e-02,-1.129426e-02,resonance
-1.60862,0.3,1,2.681430e-02,-1.290036e-02,resonance
-1.59138,0.3,1,2.881415e-02,-1.458079e-02,resonance
-1.57414,0.3,1,3.077421e-02,-1.633332e-02,resonance
-1.5569,0.3,1,3.269387e-02,-1.815603e-02,resonance
-1.53966,0.3,1,3.457249e-02,-2.004721e-02,resonance
-1.52241,0.3,1,3.640941e-02,-2.200536e-02,resonance
-1.50517,0.3,1,3.820395e-02,-2.402913e-02,resonance
-1.48793,0.3,1,3.995542e-02,-2.611733e-02,resonance
-1.47069,0.3,1,4.166308e-02,-2.826887e-02,resonance
-1.45345,0.3,1,4.332619e-02,-3.048280e-02,resonance
-1.43621,0.3,1,4.494398e-02,-3.275824e-02,resonance
-1.41897,0.3,1,4.651563e-02,-3.509441e-02,resonance
-1.40172,0.3,1,4.804032e-02,-3.749060e-02,resonance
-1.38448,0.3,1,4.951719e-02,-3.994618e-02,resonance
-1.36724,0.3,1,5.094535e-02,-4.246056e-02,resonance
-1.88448,0.32,1,7.168401e-03,-1.525487e-03,resonance
-1.86897,0.32,1,9.276088e-03,-2.269795e-03,resonance
-1.85345,0.32,1,1.135726e-02,-3.108612e-03,resonance
-1.83793,0.32,1,1.341163e-02,-4.033197e-03,resonance
-1.82241,0.32,1,1.543890e-02,-5.037073e-03,resonance
-1.8069,0.32,1,1.743875e-02,-6.115206e-03,resonance
-1.79138,0.32,1,1.941089e-02,-7.263552e-03,resonance
-1.77586,0.32,1,2.135497e-02,-8.478778e-03,resonance
-1.76034,0.32,1,2.327067e-02,-9.758083e-03,resonance
-1.74483,0.32,1,2.515764e-02,-1.109908e-02,resonance
-1.72931,0.32,1,2.701554e-02,-1.249969e-02,resonance
-1.71379,0.32,1,2.884400e-02,-1.395813e-02,resonance
-1.69828,0.32,1,3.064265e-02,-1.547280e-02,resonance
-1.68276,0.32,1,3.241111e-02,-1.704229e-02,resonance
-1.66724,0.32,1,3.414897e-02,-1.866534e-02,resonance
-1.65172,0.32,1,3.585585e-02,-2.034083e-02,resonance
-1.63621,0.32,1,3.753133e-02,-2.206774e-02,resonance
-1.62069,0.32,1,3.917497e-02,-2.384514e-02,resonance
-1.60517,0.32,1,4.078634e-02,-2.567221e-02,resonance
-1.58966,0.32,1,4.236499e-02,-2.754818e-02,resonance
-1.57414,0.32,1,4.391045e-02,-2.947237e-02,resonance
-1.55862,0.32,1,4.542225e-02,-3.144413e-02,resonance
-1.5431,0.32,1,4.689989e-02,-3.346289e-02,resonance
-1.52759,0.32,1,4.834288e-02,-3.552812e-02,resonance
-1.51207,0.32,1,4.975069e-02,-3.763933e-02,resonance
-1.49655,0.32,1,5.112279e-02,-3.979607e-02,resonance
-1.48103,0.32,1,5.245862e-02,-4.199795e-02,resonance
-1.46552,0.32,1,5.375762e-02,-4.424458e-02,resonance
-1.45,0.32,1,5.501922e-02,-4.653563e-02,resonance
-2.03793,0.34,1,2.676686e-03,-3.300576e-04,resonance
-2.01724,0.34,1,5.557752e-03,-1.000614e-03,resonance
-1.99655,0.34,1,8.395342e-03,-1.882687e-03,resonance
-1.97586,0.34,1,1.118888e-02,-2.936192e-03,resonance
-1.95517,0.34,1,1.393776e-02,-4.138688e-03,resonance
-1.93448,0.34,1,1.664137e-02,-5.475359e-03,resonance
-1.91379,0.34,1,1.929905e-02,-6.935531e-03,resonance
-1.8931,0.34,1,2.191015e-02,-8.511072e-03,resonance
-1.87241,0.34,1,2.447397e-02,-1.019555e-02,resonance
-1.85172,0.34,1,2.698980e-02,-1.198374e-02,resonance
-1.83103,0.34,1,2.945690e-02,-1.387130e-02,resonance
-1.81034,0.34,1,3.187450e-02,-1.585455e-02,resonance
-1.78966,0.34,1,3.424182e-02,-1.793035e-02,resonance
-1.76897,0.34,1,3.655802e-02,-2.009600e-02,resonance
-1.74828,0.34,1,3.882227e-02,-2.234913e-02,resonance
-1.72759,0.34,1,4.103369e-02,-2.468766e-02,resonance
-1.7069,0.34,1,4.319136e-02,-2.710975e-02,resonance
-1.68621,0.34,1,4.529434e-02,-2.961377e-02,resonance
-1.66552,0.34,1,4.734166e-02,-3.219828e-02,resonance
-1.64483,0.34,1,4.933231e-02,-3.486198e-02,resonance
-1.62414,0.34,1,5.126524e-02,-3.760371e-02,resonance
-1.60345,0.34,1,5.313937e-02,-4.042243e-02,resonance
-1.58276,0.34,1,5.495356e-02,-4.331721e-02,resonance
-1.56207,0.34,1,5.670667e-02,-4.628722e-02,resonance
-1.54138,0.34,1,5.839747e-02,-4.933170e-02,resonance
-1.52069,0.34,1,6.002471e-02,-5.245001e-02,resonance
-2.17,0.36,1,1.116853e-03,-8.582688e-05,resonance
-2.15,0.36,1,3.926842e-03,-5.726359e-04,resonance
-2.13,0.36,1,6.698782e-03,-1.291384e-03,resonance
-2.11,0.36,1,9.432219e-03,-2.184221e-03,resonance
-2.09,0.36,1,1.212668e-02,-3.223824e-03,resonance
-2.07,0.36,1,1.478168e-02,-4.393366e-03,resonance
-2.05,0.36,1,1.739672e-02,-5.681182e-03,resonance
-2.03,0.36,1,1.997128e-02,-7.078607e-03,resonance
-2.01,0.36,1,2.250483e-02,-8.578898e-03,resonance
-1.99,0.36,1,2.499681e-02,-1.017664e-02,resonance
-1.97,0.36,1,2.744665e-02,-1.186736e-02,resonance
-1.95,0.36,1,2.985376e-02,-1.364732e-02,resonance
-1.93,0.36,1,3.221755e-02,-1.551332e-02,resonance
-1.91,0.36,1,3.453737e-02,-1.746262e-02,resonance
-1.89,0.36,1,3.681259e-02,-1.949282e-02,resonance
-1.87,0.36,1,3.904255e-02,-2.160180e-02,resonance
-1.85,0.36,1,4.122654e-02,-2.378772e-02,resonance
-1.83,0.36,1,4.336386e-02,-2.604891e-02,resonance
-1.81,0.36,1,4.545379e-02,-2.838390e-02,resonance
-1.79,0.36,1,4.749555e-02,-3.079137e-02,resonance
-1.77,0.36,1,4.948838e-02,-3.327012e-02,resonance
-1.75,0.36,1,5.143146e-02,-3.581909e-02,resonance
-1.73,0.36,1,5.332396e-02,-3.843730e-02,resonance
-1.71,0.36,1,5.516502e-02,-4.112387e-02,resonance
-1.69,0.36,1,5.695375e-02,-4.387801e-02,resonance
-1.67,0.36,1,5.868923e-02,-4.669901e-02,resonance
-1.65,0.36,1,6.037051e-02,-4.958621e-02,resonance
-1.63,0.36,1,6.199662e-02,-5.253904e-02,resonance
-1.61,0.36,1,6.356653e-02,-5.555696e-02,resonance
-2.29759,0.38,1,1.822636e-04,-5.485624e-06,resonance
-2.27517,0.38,1,3.344174e-03,-4.366096e-04,resonance
-2.25276,0.38,1,6.460956e-03,-1.187574e-03,resonance
-2.23034,0.38,1,9.532039e-03,-2.155876e-03,resonance
-2.20793,0.38,1,1.255683e-02,-3.302716e-03,resonance
-2.18552,0.38,1,1.553473e-02,-4.605660e-03,resonance
-2.1631,0.38,1,1.846508e-02,-6.049660e-03,resonance
-2.14069,0.38,1,2.134725e-02,-7.623766e-03,resonance
-2.11828,0.38,1,2.418056e-02,-9.319584e-03,resonance
-2.09586,0.38,1,2.696430e-02,-1.113044e-02,resonance
-2.07345,0.38,1,2.969775e-02,-1.305088e-02,resonance
-2.05103,0.38,1,3.238016e-02,-1.507637e-02,resonance
-2.02862,0.38,1,3.501075e-02,-1.720306e-02,resonance
-2.00621,0.38,1,3.758873e-02,-1.942765e-02,resonance
-1.98379,0.38,1,4.011328e-02,-2.174728e-02,resonance
-1.96138,0.38,1,4.258352e-02,-2.415946e-02,resonance
-1.93897,0.38,1,4.499859e-02,-2.666198e-02,resonance
-1.91655,0.38,1,4.735755e-02,-2.925290e-02,resonance
-1.89414,0.38,1,4.965948e-02,-3.193048e-02,resonance
-1.87172,0.38,1,5.190339e-02,-3.469319e-02,resonance
-1.84931,0.38,1,5.408826e-02,-3.753964e-02,resonance
-1.8269,0.38,1,5.621304e-02,-4.046858e-02,resonance
-1.80448,0.38,1,5.827667e-02,-4.347891e-02,resonance
-1.78207,0.38,1,6.027800e-02,-4.656961e-02,resonance
-1.75966,0.38,1,6.221587e-02,-4.973979e-02,resonance
-1.73724,0.38,1,6.408909e-02,-5.298864e-02,resonance
-2.35,0.4,1,9.724994e-03,-2.162700e-03,resonance
-2.32655,0.4,1,1.289423e-02,-3.345173e-03,resonance
-2.3031,0.4,1,1.601476e-02,-4.691889e-03,resonance
-2.27966,0.4,1,1.908595e-02,-6.186710e-03,resonance
-2.25621,0.4,1,2.210711e-02,-7.817950e-03,resonance
-2.23276,0.4,1,2.507756e-02,-9.576680e-03,resonance
-2.20931,0.4,1,2.799656e-02,-1.145582e-02,resonance
-2.18586,0.4,1,3.086338e-02,-1.344959e-02,resonance
-2.16241,0.4,1,3.367724e-02,-1.555318e-02,resonance
-2.13897,0.4,1,3.643735e-02,-1.776254e-02,resonance
-2.11552,0.4,1,3.914288e-02,-2.007418e-02,resonance
-2.09207,0.4,1,4.179299e-02,-2.248507e-02,resonance
-2.06862,0.4,1,4.438679e-02,-2.499259e-02,resonance
-2.04517,0.4,1,4.692338e-02,-2.759440e-02,resonance
-2.02172,0.4,1,4.940181e-02,-3.028847e-02,resonance
-1.99828,0.4,1,5.182112e-02,-3.307296e-02,resonance
-1.97483,0.4,1,5.418030e-02,-3.594624e-02,resonance
-1.95138,0.4,1,5.647830e-02,-3.890684e-02,resonance
-1.92793,0.4,1,5.871406e-02,-4.195348e-02,resonance
-1.90448,0.4,1,6.088646e-02,-4.508495e-02,resonance
-1.88103,0.4,1,6.299435e-02,-4.830021e-02,resonance
-1.85759,0.4,1,6.503653e-02,-5.159830e-02,resonance
-1.83414,0.4,1,6.701178e-02,-5.497837e-02,resonance
-2.5,0.42,1,5.741414e-03,-9.413154e-04,resonance
-2.47414,0.42,1,9.305406e-03,-1.968596e-03,resonance
-2.44828,0.42,1,1.281390e-02,-3.224817e-03,resonance
-2.42241,0.42,1,1.626614e-02,-4.676538e-03,resonance
-2.39655,0.42,1,1.966133e-02,-6.302611e-03,resonance
-2.37069,0.42,1,2.299867e-02,-8.088170e-03,resonance
-2.34483,0.42,1,2.627729e-02,-1.002208e-02,resonance
-2.31897,0.42,1,2.949634e-02,-1.209562e-02,resonance
-2.2931,0.42,1,3.265489e-02,-1.430179e-02,resonance
-2.26724,0.42,1,3.575202e-02,-1.663478e-02,resonance
-2.24138,0.42,1,3.878675e-02,-1.908973e-02,resonance
-2.21552,0.42,1,4.175806e-02,-2.166250e-02,resonance
-2.18966,0.42,1,4.466493e-02,-2.434951e-02,resonance
-2.16379,0.42,1,4.750627e-02,-2.714767e-02,resonance
-2.13793,0.42,1,5.028097e-02,-3.005425e-02,resonance
-2.11207,0.42,1,5.298785e-02,-3.306686e-02,resonance
-2.08621,0.42,1,5.562574e-02,-3.618339e-02,resonance
-2.06034,0.42,1,5.819337e-02,-3.940194e-02,resonance
-2.03448,0.42,1,6.068948e-02,-4.272083e-02,resonance
-2.00862,0.42,1,6.311271e-02,-4.613856e-02,resonance
-1.98276,0.42,1,6.546169e-02,-4.965380e-02,resonance
-1.9569,0.42,1,6.773499e-02,-5.326533e-02,resonance
-1.93103,0.42,1,6.993111e-02,-5.697208e-02,resonance
-2.63793,0.44,1,3.378562e-03,-4.113156e-04,resonance
-2.6069,0.44,1,7.696466e-03,-1.436000e-03,resonance
-2.57586,0.44,1,1.193865e-02,-2.817709e-03,resonance
-2.54483,0.44,1,1.610393e-02,-4.484539e-03,resonance
-2.51379,0.44,1,2.019108e-02,-6.397809e-03,resonance
-2.48276,0.44,1,2.419883e-02,-8.532483e-03,resonance
-2.45172,0.44,1,2.812585e-02,-1.087075e-02,resonance
-2.42069,0.44,1,3.197076e-02,-1.339917e-02,resonance
-2.38966,0.44,1,3.573211e-02,-1.610720e-02,resonance
-2.35862,0.44,1,3.940840e-02,-1.898632e-02,resonance
-2.32759,0.44,1,4.299808e-02,-2.202952e-02,resonance
-2.29655,0.44,1,4.649952e-02,-2.523090e-02,resonance
-2.26552,0.44,1,4.991103e-02,-2.858545e-02,resonance
-2.23448,0.44,1,5.323086e-02,-3.208888e-02,resonance
-2.20345,0.44,1,5.645717e-02,-3.573747e-02,resonance
-2.17241,0.44,1,5.958805e-02,-3.952799e-02,resonance
-2.14138,0.44,1,6.262153e-02,-4.345760e-02,resonance
-2.11034,0.44,1,6.555552e-02,-4.752381e-02,resonance
-2.07931,0.44,1,6.838789e-02,-5.172444e-02,resonance
-2.04828,0.44,1,7.111638e-02,-5.605756e-02,resonance
-2.77138,0.46,1,1.624822e-03,-1.333191e-04,resonance
-2.74276,0.46,1,5.639794e-03,-8.737608e-04,resonance
-2.71414,0.46,1,9.593660e-03,-1.965029e-03,resonance
-2.68552,0.46,1,1.348560e-02,-3.320292e-03,resonance
-2.6569,0.46,1,1.731475e-02,-4.898474e-03,resonance
-2.62828,0.46,1,2.108024e-02,-6.674289e-03,resonance
-2.59966,0.46,1,2.478113e-02,-8.630229e-03,resonance
-2.57103,0.46,1,2.841649e-02,-1.075331e-02,resonance
-2.54241,0.46,1,3.198533e-02,-1.303343e-02,resonance
-2.51379,0.46,1,3.548662e-02,-1.546250e-02,resonance
-2.48517,0.46,1,3.891930e-02,-1.803388e-02,resonance
-2.45655,0.46,1,4.228229e-02,-2.074200e-02,resonance
-2.42793,0.46,1,4.557444e-02,-2.358212e-02,resonance
-2.39931,0.46,1,4.879458e-02,-2.655018e-02,resonance
-2.37069,0.46,1,5.194150e-02,-2.964265e-02,resonance
-2.34207,0.46,1,5.501393e-02,-3.285644e-02,resonance
-2.31345,0.46,1,5.801056e-02,-3.618885e-02,resonance
-2.28483,0.46,1,6.093004e-02,-3.963747e-02,resonance
-2.25621,0.46,1,6.377096e-02,-4.320017e-02,resonance
-2.22759,0.46,1,6.653188e-02,-4.687506e-02,resonance
-2.19897,0.46,1,6.921128e-02,-5.066043e-02,resonance
-2.17034,0.46,1,7.180759e-02,-5.455479e-02,resonance
-2.14172,0.46,1,7.431920e-02,-5.855677e-02,resonance
-2.81724,0.47,1,3.685896e-03,-4.536057e-04,resonance
-2.78966,0.47,1,7.528544e-03,-1.341066e-03,resonance
-2.76207,0.47,1,1.131531e-02,-2.503086e-03,resonance
-2.73448,0.47,1,1.504548e-02,-3.888241e-03,resonance
-2.7069,0.47,1,1.871830e-02,-5.467518e-03,resonance
-2.67931,0.47,1,2.233302e-02,-7.221691e-03,resonance
-2.65172,0.47,1,2.588883e-02,-9.136869e-03,resonance
-2.62414,0.47,1,2.938491e-02,-1.120245e-02,resonance
-2.59655,0.47,1,3.282043e-02,-1.341005e-02,resonance
-2.56897,0.47,1,3.619449e-02,-1.575281e-02,resonance
-2.54138,0.47,1,3.950619e-02,-1.822505e-02,resonance
-2.51379,0.47,1,4.275459e-02,-2.082196e-02,resonance
-2.48621,0.47,1,4.593872e-02,-2.353942e-02,resonance
-2.45862,0.47,1,4.905759e-02,-2.637386e-02,resonance
-2.43103,0.47,1,5.211014e-02,-2.932215e-02,resonance
-2.40345,0.47,1,5.509532e-02,-3.238157e-02,resonance
-2.37586,0.47,1,5.801201e-02,-3.554968e-02,resonance
-2.34828,0.47,1,6.085906e-02,-3.882433e-02,resonance
-2.32069,0.47,1,6.363530e-02,-4.220358e-02,resonance
-2.2931,0.47,1,6.633950e-02,-4.568573e-02,resonance
-2.26552,0.47,1,6.897038e-02,-4.926921e-02,resonance
-2.23793,0.47,1,7.152664e-02,-5.295265e-02,resonance
-2.21034,0.47,1,7.400692e-02,-5.673479e-02,resonance
-2.18276,0.47,1,7.640980e-02,-6.061450e-02,resonance
-2.15517,0.47,1,7.873384e-02,-6.459078e-02,resonance
-2.87241,0.48,1,4.432589e-03,-5.932089e-04,resonance
-2.84483,0.48,1,8.266408e-03,-1.529722e-03,resonance
-2.81724,0.48,1,1.204541e-02,-2.724932e-03,resonance
